   9.9998000e-01   9.9998000e-06   9.9998000e-06
   9.7673442e-01   2.3255581e-02   9.9999000e-06
   9.5347884e-01   4.6511163e-02   9.9999000e-06
   9.3022326e-01   6.9766744e-02   9.9999000e-06
   9.0696767e-01   9.3022326e-02   9.9999000e-06
   8.8371209e-01   1.1627791e-01   9.9999000e-06
   8.6045651e-01   1.3953349e-01   9.9999000e-06
   8.3720093e-01   1.6278907e-01   9.9999000e-06
   8.1394535e-01   1.8604465e-01   9.9999000e-06
   7.9068977e-01   2.0930023e-01   9.9999000e-06
   7.6743419e-01   2.3255581e-01   9.9999000e-06
   7.4417860e-01   2.5581140e-01   9.9999000e-06
   7.2092302e-01   2.7906698e-01   9.9999000e-06
   6.9766744e-01   3.0232256e-01   9.9999000e-06
   6.7441186e-01   3.2557814e-01   9.9999000e-06
   6.5115628e-01   3.4883372e-01   9.9999000e-06
   6.2790070e-01   3.7208930e-01   9.9999000e-06
   6.0464512e-01   3.9534488e-01   9.9999000e-06
   5.8138953e-01   4.1860047e-01   9.9999000e-06
   5.5813395e-01   4.4185605e-01   9.9999000e-06
   5.3487837e-01   4.6511163e-01   9.9999000e-06
   5.1162279e-01   4.8836721e-01   9.9999000e-06
   4.8836721e-01   5.1162279e-01   9.9999000e-06
   4.6511163e-01   5.3487837e-01   9.9999000e-06
   4.4185605e-01   5.5813395e-01   9.9999000e-06
   4.1860047e-01   5.8138953e-01   9.9999000e-06
   3.9534488e-01   6.0464512e-01   9.9999000e-06
   3.7208930e-01   6.2790070e-01   9.9999000e-06
   3.4883372e-01   6.5115628e-01   9.9999000e-06
   3.2557814e-01   6.7441186e-01   9.9999000e-06
   3.0232256e-01   6.9766744e-01   9.9999000e-06
   2.7906698e-01   7.2092302e-01   9.9999000e-06
   2.5581140e-01   7.4417860e-01   9.9999000e-06
   2.3255581e-01   7.6743419e-01   9.9999000e-06
   2.0930023e-01   7.9068977e-01   9.9999000e-06
   1.8604465e-01   8.1394535e-01   9.9999000e-06
   1.6278907e-01   8.3720093e-01   9.9999000e-06
   1.3953349e-01   8.6045651e-01   9.9999000e-06
   1.1627791e-01   8.8371209e-01   9.9999000e-06
   9.3022326e-02   9.0696767e-01   9.9999000e-06
   6.9766744e-02   9.3022326e-01   9.9999000e-06
   4.6511163e-02   9.5347884e-01   9.9999000e-06
   2.3255581e-02   9.7673442e-01   9.9999000e-06
   9.9998000e-06   9.9998000e-01   9.9998000e-06
   9.7673442e-01   9.9999000e-06   2.3255581e-02
   9.5348837e-01   2.3255814e-02   2.3255814e-02
   9.3023256e-01   4.6511628e-02   2.3255814e-02
   9.0697674e-01   6.9767442e-02   2.3255814e-02
   8.8372093e-01   9.3023256e-02   2.3255814e-02
   8.6046512e-01   1.1627907e-01   2.3255814e-02
   8.3720930e-01   1.3953488e-01   2.3255814e-02
   8.1395349e-01   1.6279070e-01   2.3255814e-02
