   1.0000000e+00   1.0000000e-05   1.0000000e-05
   9.9971667e-01   2.3802778e-02   1.0235195e-05
   9.9881235e-01   4.8722554e-02   1.0475349e-05
   9.9719931e-01   7.4789948e-02   1.0719893e-05
   9.9478144e-01   1.0202887e-01   1.0968103e-05
   9.9145430e-01   1.3045451e-01   1.1219088e-05
   9.8710548e-01   1.6007116e-01   1.1471766e-05
   9.8161539e-01   1.9086966e-01   1.1724850e-05
   9.7485851e-01   2.2282480e-01   1.1976833e-05
   9.6670523e-01   2.5589256e-01   1.2225978e-05
   9.5702440e-01   2.9000740e-01   1.2470318e-05
   9.4568660e-01   3.2507977e-01   1.2707664e-05
   9.3256810e-01   3.6099410e-01   1.2935622e-05
   9.1755563e-01   3.9760744e-01   1.3151631e-05
   9.0055164e-01   4.3474907e-01   1.3353007e-05
   8.8147997e-01   4.7222141e-01   1.3537014e-05
   8.6029153e-01   5.0980239e-01   1.3700939e-05
   8.3696961e-01   5.4724936e-01   1.3842190e-05
   8.1153434e-01   5.8430473e-01   1.3958391e-05
   7.8404582e-01   6.2070294e-01   1.4047488e-05
   7.5460552e-01   6.5617871e-01   1.4107842e-05
   7.2335554e-01   6.9047575e-01   1.4138313e-05
   6.9047575e-01   7.2335554e-01   1.4138313e-05
   6.5617871e-01   7.5460552e-01   1.4107842e-05
   6.2070294e-01   7.8404582e-01   1.4047488e-05
   5.8430473e-01   8.1153434e-01   1.3958391e-05
   5.4724936e-01   8.3696961e-01   1.3842190e-05
   5.0980239e-01   8.6029153e-01   1.3700939e-05
   4.7222141e-01   8.8147997e-01   1.3537014e-05
   4.3474907e-01   9.0055164e-01   1.3353007e-05
   3.9760744e-01   9.1755563e-01   1.3151631e-05
   3.6099410e-01   9.3256810e-01   1.2935622e-05
   3.2507977e-01   9.4568660e-01   1.2707664e-05
   2.9000740e-01   9.5702440e-01   1.2470318e-05
   2.5589256e-01   9.6670523e-01   1.2225978e-05
   2.2282480e-01   9.7485851e-01   1.1976833e-05
   1.9086966e-01   9.8161539e-01   1.1724850e-05
   1.6007116e-01   9.8710548e-01   1.1471766e-05
   1.3045451e-01   9.9145430e-01   1.1219088e-05
   1.0202887e-01   9.9478144e-01   1.0968103e-05
   7.4789948e-02   9.9719931e-01   1.0719893e-05
   4.8722554e-02   9.9881235e-01   1.0475349e-05
   2.3802778e-02   9.9971667e-01   1.0235195e-05
   1.0000000e-05   1.0000000e+00   1.0000000e-05
   9.9971667e-01   1.0235195e-05   2.3802778e-02
   9.9940565e-01   2.4375747e-02   2.4375747e-02
   9.9844115e-01   4.9922058e-02   2.4961029e-02
   9.9672881e-01   7.6671447e-02   2.5557149e-02
   9.9416504e-01   1.0464895e-01   2.6162238e-02
   9.9063717e-01   1.3386989e-01   2.6773978e-02
