  0.0000000e+000  1.0000000e+000
  8.3839934e-004  9.7102279e-001
  1.6767987e-003  9.5896298e-001
  2.5151980e-003  9.4964971e-001
  3.3535974e-003  9.4173708e-001
  4.1919967e-003  9.3470390e-001
  5.0303961e-003  9.2828304e-001
  5.8687954e-003  9.2231601e-001
  6.7071947e-003  9.1669968e-001
  7.5455941e-003  9.1136263e-001
  8.3839934e-003  9.0625303e-001
  9.2223928e-003  9.0133193e-001
  1.0060792e-002  8.9656928e-001
  1.0899191e-002  8.9194133e-001
  1.1737591e-002  8.8742906e-001
  1.2575990e-002  8.8301693e-001
  1.3414389e-002  8.7869218e-001
  1.4252789e-002  8.7444419e-001
  1.5091188e-002  8.7026405e-001
  1.5929588e-002  8.6614429e-001
  1.6767987e-002  8.6207856e-001
  1.7606386e-002  8.5806151e-001
  1.8444786e-002  8.5408857e-001
  1.9283185e-002  8.5015588e-001
  2.0121584e-002  8.4626017e-001
  2.0959984e-002  8.4239868e-001
  2.1798383e-002  8.3856910e-001
  2.2636782e-002  8.3476950e-001
  2.3475182e-002  8.3099832e-001
  2.4313581e-002  8.2725429e-001
  2.5151980e-002  8.2353639e-001
  2.5990380e-002  8.1984389e-001
  2.6828779e-002  8.1617623e-001
  2.7667178e-002  8.1253309e-001
  2.8505578e-002  8.0891431e-001
  2.9343977e-002  8.0531988e-001
  3.0182376e-002  8.0174994e-001
  3.1020776e-002  7.9820479e-001
  3.1859175e-002  7.9468481e-001
  3.2697574e-002  7.9119052e-001
  3.3535974e-002  7.8772254e-001
  3.4374373e-002  7.8428156e-001
  3.5212772e-002  7.8086837e-001
  3.6051172e-002  7.7748383e-001
  3.6889571e-002  7.7412888e-001
  3.7727970e-002  7.7080450e-001
  3.8566370e-002  7.6751175e-001
  3.9404769e-002  7.6425173e-001
  4.0243168e-002  7.6102559e-001
  4.1081568e-002  7.5783450e-001
  4.1919967e-002  7.5467970e-001
  4.2758366e-002  7.5156244e-001
  4.3596766e-002  7.4848399e-001
  4.4435165e-002  7.4544565e-001
  4.5273564e-002  7.4244876e-001
  4.6111964e-002  7.3949463e-001
  4.6950363e-002  7.3658463e-001
  4.7788763e-002  7.3372009e-001
  4.8627162e-002  7.3090238e-001
  4.9465561e-002  7.2813287e-001
  5.0303961e-002  7.2541289e-001
  5.1142360e-002  7.2274381e-001
  5.1980759e-002  7.2012696e-001
  5.2819159e-002  7.1756367e-001
  5.3657558e-002  7.1505527e-001
  5.4495957e-002  7.1260305e-001
  5.5334357e-002  7.1020828e-001
  5.6172756e-002  7.0787223e-001
  5.7011155e-002  7.0559613e-001
  5.7849555e-002  7.0338118e-001
  5.8687954e-002  7.0122856e-001
  5.9526353e-002  6.9913941e-001
  6.0364753e-002  6.9711483e-001
  6.1203152e-002  6.9515591e-001
  6.2041551e-002  6.9326367e-001
  6.2879951e-002  6.9143911e-001
  6.3718350e-002  6.8968318e-001
  6.4556749e-002  6.8799678e-001
  6.5395149e-002  6.8638078e-001
  6.6233548e-002  6.8483598e-001
  6.7071947e-002  6.8336315e-001
  6.7910347e-002  6.8196300e-001
  6.8748746e-002  6.8063618e-001
  6.9587145e-002  6.7938330e-001
  7.0425545e-002  6.7820490e-001
  7.1263944e-002  6.7710148e-001
  7.2102343e-002  6.7607345e-001
  7.2940743e-002  6.7512120e-001
  7.3779142e-002  6.7424503e-001
  7.4617541e-002  6.7344518e-001
  7.5455941e-002  6.7272184e-001
  7.6294340e-002  6.7207514e-001
  7.7132740e-002  6.7150511e-001
  7.7971139e-002  6.7101175e-001
  7.8809538e-002  6.7059497e-001
  7.9647938e-002  6.7025464e-001
  8.0486337e-002  6.6999053e-001
  8.1324736e-002  6.6980236e-001
  8.2163136e-002  6.6968978e-001
  8.3001535e-002  6.6965236e-001
  1.8222873e-001  6.6965236e-001
  1.8299169e-001  6.6541616e-001
  1.8375466e-001  6.6109682e-001
  1.8451763e-001  6.5669584e-001
  1.8528059e-001  6.5221481e-001
  1.8604356e-001  6.4765540e-001
  1.8680652e-001  6.4301930e-001
  1.8756949e-001  6.3830832e-001
  1.8833246e-001  6.3352429e-001
  1.8909542e-001  6.2866912e-001
  1.8985839e-001  6.2374478e-001
  1.9062135e-001  6.1875330e-001
  1.9138432e-001  6.1369677e-001
  1.9214729e-001  6.0857734e-001
  1.9291025e-001  6.0339722e-001
  1.9367322e-001  5.9815866e-001
  1.9443618e-001  5.9286399e-001
  1.9519915e-001  5.8751558e-001
  1.9596212e-001  5.8211585e-001
  1.9672508e-001  5.7666727e-001
  1.9748805e-001  5.7117238e-001
  1.9825101e-001  5.6563374e-001
  1.9901398e-001  5.6005399e-001
  1.9977695e-001  5.5443577e-001
  2.0053991e-001  5.4878181e-001
  2.0130288e-001  5.4309485e-001
  2.0206584e-001  5.3737770e-001
  2.0282881e-001  5.3163319e-001
  2.0359178e-001  5.2586418e-001
  2.0435474e-001  5.2007358e-001
  2.0511771e-001  5.1426435e-001
  2.0588067e-001  5.0843944e-001
  2.0664364e-001  5.0260187e-001
  2.0740661e-001  4.9675467e-001
  2.0816957e-001  4.9090090e-001
  2.0893254e-001  4.8504364e-001
  2.0969550e-001  4.7918601e-001
  2.1045847e-001  4.7333114e-001
  2.1122144e-001  4.6748218e-001
  2.1198440e-001  4.6164229e-001
  2.1274737e-001  4.5581465e-001
  2.1351033e-001  4.5000247e-001
  2.1427330e-001  4.4420895e-001
  2.1503627e-001  4.3843731e-001
  2.1579923e-001  4.3269078e-001
  2.1656220e-001  4.2697257e-001
  2.1732516e-001  4.2128593e-001
  2.1808813e-001  4.1563409e-001
  2.1885110e-001  4.1002028e-001
  2.1961406e-001  4.0444774e-001
  2.2037703e-001  3.9891967e-001
  2.2113999e-001  3.9343931e-001
  2.2190296e-001  3.8800986e-001
  2.2266593e-001  3.8263451e-001
  2.2342889e-001  3.7731644e-001
  2.2419186e-001  3.7205882e-001
  2.2495482e-001  3.6686480e-001
  2.2571779e-001  3.6173750e-001
  2.2648076e-001  3.5668002e-001
  2.2724372e-001  3.5169545e-001
  2.2800669e-001  3.4678683e-001
  2.2876965e-001  3.4195719e-001
  2.2953262e-001  3.3720952e-001
  2.3029559e-001  3.3254677e-001
  2.3105855e-001  3.2797188e-001
  2.3182152e-001  3.2348772e-001
  2.3258448e-001  3.1909714e-001
  2.3334745e-001  3.1480295e-001
  2.3411042e-001  3.1060790e-001
  2.3487338e-001  3.0651472e-001
  2.3563635e-001  3.0252606e-001
  2.3639932e-001  2.9864455e-001
  2.3716228e-001  2.9487276e-001
  2.3792525e-001  2.9121318e-001
  2.3868821e-001  2.8766829e-001
  2.3945118e-001  2.8424048e-001
  2.4021415e-001  2.8093210e-001
  2.4097711e-001  2.7774541e-001
  2.4174008e-001  2.7468264e-001
  2.4250304e-001  2.7174594e-001
  2.4326601e-001  2.6893740e-001
  2.4402898e-001  2.6625903e-001
  2.4479194e-001  2.6371279e-001
  2.4555491e-001  2.6130054e-001
  2.4631787e-001  2.5902410e-001
  2.4708084e-001  2.5688519e-001
  2.4784381e-001  2.5488546e-001
  2.4860677e-001  2.5302650e-001
  2.4936974e-001  2.5130980e-001
  2.5013270e-001  2.4973678e-001
  2.5089567e-001  2.4830878e-001
  2.5165864e-001  2.4702705e-001
  2.5242160e-001  2.4589275e-001
  2.5318457e-001  2.4490698e-001
  2.5394753e-001  2.4407073e-001
  2.5471050e-001  2.4338491e-001
  2.5547347e-001  2.4285035e-001
  2.5623643e-001  2.4246778e-001
  2.5699940e-001  2.4223784e-001
  2.5776236e-001  2.4216109e-001
  4.0931367e-001  2.4216109e-001
  4.0976386e-001  2.3614252e-001
  4.1021405e-001  2.3013676e-001
  4.1066423e-001  2.2414499e-001
  4.1111442e-001  2.1816839e-001
  4.1156461e-001  2.1220815e-001
  4.1201479e-001  2.0626546e-001
  4.1246498e-001  2.0034149e-001
  4.1291516e-001  1.9443743e-001
  4.1336535e-001  1.8855447e-001
  4.1381554e-001  1.8269377e-001
  4.1426572e-001  1.7685652e-001
  4.1471591e-001  1.7104389e-001
  4.1516609e-001  1.6525705e-001
  4.1561628e-001  1.5949716e-001
  4.1606647e-001  1.5376541e-001
  4.1651665e-001  1.4806294e-001
  4.1696684e-001  1.4239092e-001
  4.1741703e-001  1.3675050e-001
  4.1786721e-001  1.3114284e-001
  4.1831740e-001  1.2556907e-001
  4.1876758e-001  1.2003034e-001
  4.1921777e-001  1.1452779e-001
  4.1966796e-001  1.0906255e-001
