  2.8077532e-001  9.2116522e-001
  2.8221665e-001  9.2035376e-001
  2.8365798e-001  9.1953815e-001
  2.8509932e-001  9.1871838e-001
  2.8654065e-001  9.1789446e-001
  2.8798198e-001  9.1706638e-001
  2.8942331e-001  9.1623415e-001
  2.9086464e-001  9.1539776e-001
  2.9230598e-001  9.1455722e-001
  2.9374731e-001  9.1371252e-001
  2.9518864e-001  9.1286367e-001
  2.9662997e-001  9.1201066e-001
  2.9807130e-001  9.1115350e-001
  2.9951264e-001  9.1029218e-001
  3.0095397e-001  9.0942671e-001
  3.0239530e-001  9.0855708e-001
  3.0383663e-001  9.0768330e-001
  3.0527796e-001  9.0680536e-001
  3.0671930e-001  9.0592327e-001
  3.0816063e-001  9.0503703e-001
  3.0960196e-001  9.0414663e-001
  3.1104329e-001  9.0325207e-001
  3.1248462e-001  9.0235336e-001
  3.1392596e-001  9.0145049e-001
  3.1536729e-001  9.0054347e-001
  3.1680862e-001  8.9963230e-001
  3.1824995e-001  8.9871697e-001
  3.1969128e-001  8.9779748e-001
  3.2113262e-001  8.9687384e-001
  3.2257395e-001  8.9594605e-001
  3.2401528e-001  8.9501410e-001
  3.2545661e-001  8.9407799e-001
  3.2689794e-001  8.9313773e-001
  3.2833928e-001  8.9219332e-001
  3.2978061e-001  8.9124475e-001
  3.3122194e-001  8.9029203e-001
  3.3266327e-001  8.8933515e-001
  3.3410460e-001  8.8837411e-001
  3.3554594e-001  8.8740892e-001
  3.3698727e-001  8.8643958e-001
  3.3842860e-001  8.8546608e-001
  3.3986993e-001  8.8448843e-001
  3.4131126e-001  8.8350662e-001
  3.4275260e-001  8.8252066e-001
  3.4419393e-001  8.8153054e-001
  3.4563526e-001  8.8053627e-001
  3.4707659e-001  8.7953784e-001
  3.4851792e-001  8.7853526e-001
  3.4995926e-001  8.7752852e-001
  3.5140059e-001  8.7651763e-001
  3.5284192e-001  8.7550258e-001
  3.5428325e-001  8.7448338e-001
  3.5572458e-001  8.7346002e-001
  3.5716592e-001  8.7243251e-001
  3.5860725e-001  8.7140084e-001
  3.6004858e-001  8.7036502e-001
  3.6148991e-001  8.6932504e-001
  3.6293124e-001  8.6828091e-001
  3.6437258e-001  8.6723263e-001
  3.6581391e-001  8.6618018e-001
  3.6725524e-001  8.6512359e-001
  3.6869657e-001  8.6406284e-001
  3.7013790e-001  8.6299793e-001
  3.7157924e-001  8.6192887e-001
  3.7302057e-001  8.6085566e-001
  3.7446190e-001  8.5977828e-001
  3.7590323e-001  8.5869676e-001
  3.7734456e-001  8.5761108e-001
  3.7878590e-001  8.5652124e-001
  3.8022723e-001  8.5542725e-001
  3.8166856e-001  8.5432911e-001
  3.8310989e-001  8.5322681e-001
  3.8455122e-001  8.5212036e-001
  3.8599256e-001  8.5100975e-001
  3.8743389e-001  8.4989498e-001
  3.8887522e-001  8.4877606e-001
  3.9031655e-001  8.4765299e-001
  3.9175789e-001  8.4652576e-001
  3.9319922e-001  8.4539438e-001
  3.9464055e-001  8.4425884e-001
  3.9608188e-001  8.4311914e-001
  3.9752321e-001  8.4197529e-001
  3.9896455e-001  8.4082729e-001
  4.0040588e-001  8.3967513e-001
  4.0184721e-001  8.3851882e-001
  4.0328854e-001  8.3735835e-001
  4.0472987e-001  8.3619373e-001
  4.0617121e-001  8.3502495e-001
  4.0761254e-001  8.3385202e-001
  4.0905387e-001  8.3267493e-001
  4.1049520e-001  8.3149369e-001
  4.1193653e-001  8.3030829e-001
  4.1337787e-001  8.2911874e-001
  4.1481920e-001  8.2792503e-001
  4.1626053e-001  8.2672717e-001
  4.1770186e-001  8.2552515e-001
  4.1914319e-001  8.2431898e-001
  4.2058453e-001  8.2310866e-001
  4.2202586e-001  8.2189418e-001
  4.2346719e-001  8.2067554e-001
  4.2490852e-001  8.1945275e-001
  4.2634985e-001  8.1822580e-001
  4.2779119e-001  8.1699470e-001
